YearRemodAdd,OverallCond,BsmtQual,LotArea,MSZoning,TotRmsAbvGrd,YearBuilt,LandContour,BsmtFinSF1,GarageCars,1stFlrSF,TotalBsmtSF,2ndFlrSF,GrLivArea,OverallQual,Saleprice
1979,6,Gd,23595,RL,4,1979,Low,1258,2,1332,1332,192,1524,7,260000
1968,7,TA,9156,RL,7,1968,Lvl,0,2,1489,1489,0,1489,6,185750
1965,6,TA,13526,RL,5,1965,Lvl,560,1,935,935,0,935,5,137000
2006,7,TA,11512,RL,5,1959,Lvl,719,1,1357,1019,0,1357,6,177000
2003,6,TA,5362,RL,8,1910,Lvl,0,2,661,661,589,1250,5,139000
1950,5,TA,11345,RL,10,1948,Lvl,220,2,928,928,992,1920,5,137000
1972,6,TA,12936,RL,6,1972,Lvl,593,2,735,723,660,1395,6,162000
1976,5,Gd,17871,RL,7,1967,Lvl,528,2,1724,1680,0,1724,6,197900
2002,5,Gd,9473,RL,7,2002,Lvl,804,2,1128,1128,903,2031,8,237000
1950,4,TA,7500,C (all),6,1920,Lvl,0,2,698,698,430,1128,4,68400
2002,5,Gd,9808,RL,6,2002,Lvl,788,2,1573,1573,0,1573,7,227000
1990,5,Gd,8049,RL,6,1990,Lvl,1053,2,1339,1309,0,1339,7,180000
2008,7,Gd,8800,RL,5,1977,Lvl,532,2,1040,1040,0,1040,5,150500
1971,5,TA,9400,RL,8,1971,Low,0,0,912,912,912,1824,6,139000
1990,7,TA,9638,RL,10,1919,Lvl,0,1,1699,804,748,2447,6,169000
1950,6,TA,6000,RM,6,1939,Lvl,0,1,825,780,587,1412,6,132500
1963,5,TA,9790,RL,6,1963,Lvl,569,2,1328,1328,0,1328,6,143000
1964,5,TA,36500,RL,7,1964,Low,812,2,1582,1624,0,1582,5,190000
2000,5,Gd,5664,RL,5,2000,Lvl,1158,2,1659,1501,0,1659,8,278000
2006,5,Gd,11065,RL,8,2006,Lvl,0,3,1120,1085,850,1970,8,281000
1964,7,TA,14112,RL,6,1964,Lvl,1014,2,1152,1152,0,1152,5,180500
1972,7,TA,1680,RM,6,1972,Lvl,231,1,630,630,672,1302,5,119500
1965,4,TA,6600,RM,11,1892,Lvl,0,1,1378,994,994,2372,5,107500
1976,5,Gd,10140,RL,8,1976,Lvl,194,2,832,832,832,1664,7,162900
1990,7,TA,8172,RL,5,1955,Lvl,167,2,864,864,0,864,5,115000
1968,5,TA,8400,RL,5,1968,Lvl,1016,1,1052,1052,0,1052,5,138500
1963,6,TA,8700,RL,6,1963,Lvl,776,2,1128,1120,0,1128,5,155000
2006,5,Gd,3675,RM,5,2005,Lvl,547,2,1072,547,0,1072,6,140000
2008,5,Ex,63887,RL,12,2008,Bnk,5644,2,4692,6110,950,5642,10,160000
1994,7,TA,7500,RL,6,1959,Lvl,340,1,1246,1246,0,1246,5,154000
1999,5,Gd,10762,RL,9,1999,Lvl,694,2,1005,978,978,1983,7,225000
1950,7,TA,7500,RL,7,1942,Bnk,547,1,753,771,741,1494,6,177500
1994,5,Gd,10120,RL,8,1994,Lvl,740,3,1203,1165,1323,2526,8,290000
2005,5,Gd,8688,RL,7,2005,Lvl,0,3,1616,1616,0,1616,7,232000
2004,5,Gd,3363,RM,7,2004,Lvl,0,2,976,976,732,1708,7,130000
2007,5,Ex,13173,RL,6,2006,Lvl,1572,2,1652,1652,0,1652,9,325000
2006,5,Gd,6955,RL,6,2005,Lvl,0,2,1368,1368,0,1368,7,202500
1995,5,Gd,8072,RL,5,1994,Lvl,746,2,990,990,0,990,5,138000
2005,7,TA,12000,RM,6,1948,Lvl,144,2,1122,924,0,1122,5,147000
1991,5,Gd,7153,RL,6,1991,Lvl,1200,2,1294,1278,0,1294,6,179200
2002,8,Gd,17500,RL,7,1959,Lvl,1406,2,1902,1902,0,1902,7,335000
2007,5,Gd,8814,RL,6,2005,Lvl,925,2,1274,1274,0,1274,7,203000
1990,5,Ex,9572,RL,9,1990,Lvl,482,2,1453,1453,1357,2810,8,302000
1999,5,Gd,14774,RL,10,1999,Lvl,0,3,1422,1393,1177,2599,9,333168
1954,6,TA,8190,RL,5,1954,Lvl,732,1,948,948,0,948,4,119000
1969,5,Fa,11075,RL,9,1969,Lvl,500,2,1092,952,1020,2112,6,206900
2008,5,Ex,10226,RL,8,2008,Lvl,0,3,1630,1622,0,1630,8,295493
2007,5,Ex,4230,FV,5,2006,Lvl,0,2,1352,1352,0,1352,7,208900
2002,5,Gd,14781,RL,7,2001,Lvl,0,3,1787,1753,0,1787,8,275000
1954,5,TA,10215,RL,5,1954,Bnk,492,1,948,864,0,948,4,111000
1957,3,TA,8400,RL,6,1957,Lvl,189,2,1478,1478,0,1478,6,156500
1950,6,,6627,RL,4,1949,Lvl,0,1,720,0,0,720,3,72500
1992,5,Gd,10186,RL,8,1992,Lvl,674,2,1061,750,862,1923,7,190000
1950,7,TA,5330,RL,5,1940,HLS,280,0,708,420,0,708,4,82500
2007,5,Ex,9986,RL,7,2006,Lvl,0,3,1795,1795,0,1795,8,147000
1950,4,TA,3636,RM,5,1922,Lvl,0,0,796,796,0,796,4,55000
2006,6,TA,4270,RH,6,1931,Bnk,544,0,774,544,0,774,3,79000
2008,9,TA,6600,RL,5,1982,Lvl,641,1,816,816,0,816,5,130500
1950,7,Gd,10440,RM,8,1920,Lvl,493,2,1584,1510,1208,2792,6,256000
1998,5,Gd,9084,RL,8,1998,Lvl,0,2,955,935,677,1632,7,176500
2006,5,Gd,10000,RL,7,2006,Lvl,0,3,1588,1588,0,1588,8,227000
1976,5,TA,10780,RL,6,1976,Lvl,483,2,954,911,0,954,5,132500
1958,6,TA,8877,RL,3,1938,Lvl,690,1,816,816,0,816,4,100000
1995,6,TA,7200,RM,6,1938,Lvl,0,1,803,803,557,1360,5,125500
1970,6,TA,2368,RM,7,1970,Lvl,765,2,765,765,600,1365,5,125000
1977,5,Gd,9650,RL,6,1977,Lvl,686,2,1334,1350,0,1334,6,167900
1973,5,TA,9246,RL,8,1973,Lvl,0,2,1656,1656,0,1656,5,135000
1950,4,TA,4118,RM,4,1941,Bnk,0,0,693,693,0,693,4,52500
2002,5,Gd,13450,RL,8,2002,Lvl,700,2,920,916,941,1861,7,200000
1972,7,TA,9560,RL,5,1972,Lvl,360,1,864,864,0,864,5,128500
1971,5,TA,8294,RL,5,1971,Lvl,0,4,872,858,0,872,4,123000
2004,5,Gd,13695,RL,6,2003,Lvl,814,2,1114,1114,0,1114,6,155000
2002,5,Gd,9375,RL,7,2002,Lvl,0,2,1284,1284,885,2169,8,228500
1950,6,TA,7558,RL,9,1928,Bnk,0,2,1172,896,741,1913,6,177000
2006,5,Gd,11103,RL,8,2006,Lvl,0,2,728,728,728,1456,7,155835
1950,4,TA,6000,RM,5,1920,Lvl,250,1,960,960,0,960,4,108500
2003,7,TA,20781,RL,9,1968,Lvl,297,2,2156,1568,0,2156,7,262500
2007,5,Ex,15306,RL,7,2006,HLS,80,3,1776,1732,0,1776,8,283463
1998,5,Gd,16196,RL,5,1998,Low,1443,2,1494,1482,0,1494,7,215000
1987,5,TA,5250,RM,8,1872,Lvl,259,0,938,684,1215,2358,8,122000
1969,5,TA,11643,RL,12,1969,Lvl,500,4,1338,1248,1296,2634,5,200000
1962,6,TA,9247,RL,8,1962,Lvl,319,2,858,858,858,1716,6,171000
2000,9,TA,6000,RM,4,1937,Lvl,0,2,786,698,390,1176,6,134900
1996,5,Gd,14720,RL,9,1995,Lvl,816,3,2053,2033,1185,3238,8,410000
2000,5,Gd,10316,RL,7,2000,Lvl,735,3,992,992,873,1865,7,235000
1992,6,TA,10192,RL,8,1968,Lvl,0,2,1222,570,698,1920,7,170000
1966,5,TA,9477,RL,5,1966,Lvl,340,1,892,864,0,892,5,110000
2008,6,TA,12537,RL,6,1971,Lvl,734,2,1078,1078,0,1078,5,149900
2000,5,Gd,2117,FV,5,2000,Lvl,378,2,769,756,804,1573,6,177500
2005,5,Ex,16737,RL,8,2004,Lvl,1447,3,1980,1980,0,1980,9,315000
1998,6,TA,9842,RL,8,1921,Lvl,0,2,990,612,1611,2601,5,189000
2005,5,Ex,16158,RL,7,2005,Low,1274,2,1530,1530,0,1530,7,260000
2007,4,TA,12513,RL,7,1920,Lvl,0,1,1281,715,457,1738,4,104900
2007,5,Gd,8499,RL,6,2006,Lvl,0,2,616,616,796,1412,6,156932
2005,5,Gd,3180,FV,4,2005,Lvl,0,2,520,600,600,1200,7,144152
2000,5,Gd,7500,FV,7,2000,Lvl,533,2,814,814,860,1674,7,216000
1999,5,Gd,9179,RL,7,1999,Lvl,633,2,882,873,908,1790,7,193000
1977,6,TA,2665,RM,6,1977,Lvl,548,1,925,757,550,1475,5,127000
2004,5,Gd,4435,RM,4,2003,Lvl,685,2,848,848,0,848,6,144000
2003,5,Gd,10635,RL,8,2003,Lvl,370,2,1668,1657,0,1668,8,232000
1950,6,TA,5400,RL,6,1920,Lvl,315,1,840,840,534,1374,4,105000
1996,6,TA,9600,RL,8,1955,Lvl,831,1,1661,992,0,1661,6,165500
1998,6,Gd,9750,RL,8,1998,Lvl,975,2,1108,1108,989,2097,7,274300
2002,5,Ex,11400,RL,8,2001,Lvl,1282,3,2633,2633,0,2633,10,466500
2005,5,Gd,10625,FV,9,2005,Lvl,0,3,1026,1026,932,1958,7,250000
2007,5,Gd,10991,RL,7,2007,HLS,0,3,1571,1571,0,1571,8,239000
1950,5,Gd,6292,RL,4,1930,Bnk,384,1,790,768,0,790,6,91000
1960,5,TA,10998,RL,6,1941,Lvl,408,2,984,984,620,1604,5,117000
1973,5,TA,1953,RM,5,1973,Lvl,309,1,483,483,504,987,6,83000
2007,5,Gd,9735,RL,7,2006,Lvl,0,2,754,384,640,1394,5,167500
1950,3,TA,8212,RL,5,1914,Lvl,203,1,864,864,0,864,3,58500
1970,7,TA,12925,RL,7,1970,Lvl,865,2,2117,1205,0,2117,6,237500
1950,7,Fa,7200,RM,8,1920,Lvl,0,2,998,596,764,1762,7,157000
2007,7,TA,25339,RL,7,1918,Lvl,0,2,1416,816,0,1416,5,112000
1950,5,TA,9060,RL,6,1939,Lvl,204,1,698,560,560,1258,6,105000
2007,8,TA,5436,RM,7,1922,Lvl,735,1,796,796,358,1154,4,125500
1978,5,Gd,16692,RL,12,1978,Lvl,790,2,1392,1392,1392,2784,7,250000
1950,7,TA,8520,RM,10,1916,Lvl,168,1,1664,714,862,2526,6,136000
2007,5,Ex,14892,RL,7,2006,HLS,1320,3,1746,1746,0,1746,9,377500
1950,6,TA,6000,RM,6,1941,Lvl,375,2,869,735,349,1218,6,131000
2000,5,Gd,9100,RL,6,2000,Lvl,1400,2,1525,1525,0,1525,7,235000
1967,5,TA,8944,RL,8,1967,Lvl,0,3,1584,1584,0,1584,5,124000
1967,5,TA,7838,RL,6,1967,Lvl,769,1,900,864,0,900,5,123000
2000,7,Fa,10800,RM,7,1905,Lvl,0,2,1221,482,691,1912,6,163000
2006,5,Gd,4045,RL,6,2006,Lvl,1070,3,1500,1356,0,1500,7,246578
2006,5,Gd,12665,RL,9,2005,Lvl,0,3,1133,1094,1349,2482,8,281213
1950,5,TA,57200,RL,7,1948,Bnk,353,2,1687,747,0,1687,5,160000
2004,8,TA,6120,RM,8,1920,Lvl,0,1,939,939,574,1513,5,137500
1982,4,TA,7200,RL,7,1950,Lvl,180,1,1136,1208,768,1904,5,138000
1990,6,TA,6171,RL,7,1925,Lvl,264,1,1160,976,448,1608,6,137450
1950,7,TA,6000,RM,5,1929,Lvl,0,1,950,862,208,1158,6,120000
2004,5,TA,7415,RL,8,2004,Lvl,759,2,864,839,729,1593,6,193000
2006,5,Gd,6762,RL,6,2006,Lvl,0,2,1294,1286,0,1294,7,193879
2007,5,Gd,15256,RL,6,2007,Lvl,929,3,1464,1485,0,1464,8,282922
1950,4,TA,10410,RL,6,1915,Lvl,0,3,694,672,520,1214,3,105000
2005,5,Ex,3842,RM,5,2004,HLS,1373,2,1646,1594,0,1646,8,275000
2007,7,Gd,8445,RL,5,1972,Lvl,656,2,768,768,0,768,5,133000
1985,5,TA,8780,RL,5,1985,Lvl,625,0,833,833,0,833,5,112000
1950,7,Fa,7740,RM,6,1910,Lvl,0,2,741,622,622,1363,4,125500
1991,6,Gd,20544,RL,7,1986,Lvl,0,2,1236,791,857,2093,7,215000
2001,5,Gd,12420,RL,6,2001,Lvl,666,2,944,944,896,1840,7,230000
2005,8,TA,9600,RL,6,1950,Lvl,120,1,1112,856,556,1668,6,140000
1950,5,,7200,RL,6,1949,Lvl,0,2,1040,0,0,1040,4,90000
2006,5,Gd,10994,RL,7,2005,Lvl,976,2,1844,1844,0,1844,8,257000
2000,7,TA,13053,RL,8,1923,Bnk,0,2,1053,833,795,1848,6,207000
2007,5,Gd,3635,RL,7,2007,Lvl,988,3,1569,1386,0,1569,7,175900
1950,6,TA,11340,RM,11,1885,Lvl,0,2,1246,777,1044,2290,4,122500
1998,5,Gd,16545,RL,7,1998,Lvl,781,3,1310,1284,1140,2450,8,340000
1963,5,TA,9204,RL,6,1963,Lvl,25,1,1144,1144,0,1144,5,124000
1969,5,TA,16381,RL,7,1969,Lvl,1110,2,1844,1844,0,1844,6,223000
1968,6,TA,11700,RL,7,1968,Lvl,404,2,708,708,708,1416,6,179900
1977,5,Gd,4043,RL,4,1977,Lvl,360,2,1069,1069,0,1069,6,127500
2003,5,Gd,4435,RM,3,2003,Lvl,686,2,848,848,0,848,6,136500
1966,7,Gd,19690,RL,8,1966,Lvl,0,2,1575,697,626,2201,6,274970
1983,5,TA,9503,RL,6,1958,Lvl,457,1,1344,1024,0,1344,5,144000
1959,6,TA,10721,RL,7,1959,Lvl,0,2,1252,1252,0,1252,6,142000
1994,5,Gd,10944,RL,5,1994,Lvl,1000,2,1223,1223,904,2127,7,271000
1950,6,TA,10930,RL,6,1945,Bnk,580,1,1048,913,510,1558,5,140000
1992,7,TA,7200,RM,4,1940,Lvl,510,1,804,788,0,804,5,119000
1981,7,Gd,12546,RL,7,1981,Lvl,678,2,1440,1440,0,1440,6,182900
2005,5,Gd,21930,RL,7,2005,Lvl,0,2,734,732,1104,1838,5,192140
1976,6,Gd,4928,RL,5,1976,Lvl,958,2,958,958,0,958,6,143750
2007,6,TA,10800,RL,5,1927,Lvl,0,1,968,656,0,968,4,64500
2000,5,Gd,10261,RL,8,2000,Lvl,0,2,962,936,830,1792,6,186500
1977,5,TA,17400,RL,5,1977,Low,936,2,1126,1126,0,1126,5,160000
2005,9,TA,8400,RL,7,1962,Lvl,0,2,1537,1319,0,1537,6,174000
1971,6,TA,9000,RL,5,1971,Lvl,616,2,864,864,0,864,4,120500
2008,5,Ex,12444,RL,7,2008,Lvl,1336,3,1932,1932,0,1932,8,394617
1996,7,TA,7407,RM,6,1957,Lvl,600,2,1236,912,0,1236,6,149700
1979,6,TA,11584,RL,6,1979,Lvl,315,2,1040,539,685,1725,7,197000
1994,7,Ex,11526,RL,11,1922,Bnk,0,2,1423,588,748,2555,6,191000
2004,5,Gd,4426,RM,3,2004,Lvl,697,2,848,848,0,848,6,149300
2008,5,Ex,11003,FV,10,2008,Lvl,765,3,1026,1017,981,2007,10,310000
1950,6,TA,8854,RL,4,1916,Lvl,0,1,952,952,0,952,6,121000
2004,5,Gd,8500,RL,7,2004,Lvl,0,2,1422,1422,0,1422,7,179600
1966,5,TA,8400,RL,6,1966,Lvl,187,1,913,814,0,913,6,129000
1962,7,TA,26142,RL,6,1962,Lvl,593,1,1188,1188,0,1188,5,157900
1996,5,Gd,10000,RL,8,1995,Lvl,1079,2,1220,1220,870,2090,8,240000
2000,7,Fa,11767,RL,6,1910,Lvl,0,1,796,560,550,1346,4,112000
1970,7,Gd,1533,RM,3,1970,Lvl,553,0,630,630,0,630,5,92000
1974,5,Gd,9000,RL,8,1974,Lvl,0,0,896,896,896,1792,5,136000
2009,5,Gd,9262,RL,7,2008,Lvl,0,3,1578,1573,0,1578,8,287090
2005,5,Gd,3675,RM,5,2005,Lvl,547,2,1072,547,0,1072,5,145000
2006,5,Gd,17217,RL,6,2006,Lvl,0,0,1140,1140,0,1140,5,84500
2005,5,Gd,7500,FV,6,2004,Lvl,410,2,1221,1221,0,1221,7,185000
2000,5,Gd,7917,RL,7,1999,Lvl,0,2,953,953,694,1647,6,175000
1988,6,Gd,13175,RL,7,1978,Lvl,790,2,2073,1542,0,2073,6,210000
2006,9,TA,9042,RL,9,1941,Lvl,275,1,1188,1152,1152,2340,7,266500
1996,6,TA,9717,RL,5,1950,Lvl,49,1,1078,1078,0,1078,5,142125
1965,6,TA,9937,RL,6,1965,Lvl,830,1,1256,1256,0,1256,5,147500
